web-scraper-order,web-scraper-start-url,idName,idName-href,name,image-src,candidateConnection,contactLinks1,contactLinks1-href,contactLinks2,contactLinks2-href,contactLinks3,contactLinks3-href,contactLinks4,contactLinks4-href,contactLinks5,contactLinks5-href,contactLinks6,contactLinks6-href
1585126900-524,https://dev.thegoodparty.org/scrape/candidates,1208|Adrienne Bell|,https://ballotpedia.org/Adrienne_Bell,Adrienne Bell,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Adrienne_Bell.jpg,null,Campaign website,https://www.voteforbell.com/,Campaign Facebook,https://www.facebook.com/adrbelltx/,Campaign Twitter,https://www.twitter.com/AdrBell,null,,null,,null,
1585126358-422,https://dev.thegoodparty.org/scrape/candidates,1319|Mark Haasis|,https://ballotpedia.org/Mark_Haasis,Mark Haasis,https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png,null,,,null,,null,,null,,null,,null,
1585136525-1276,https://dev.thegoodparty.org/scrape/candidates,533|Greg Steube|incumbent,https://ballotpedia.org/Greg_Steube,Greg Steube,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/GREG_STEUBE.jpg,null,Official website,https://steube.house.gov/,Official Facebook,https://www.facebook.com/RepGregSteube/,Official Twitter,https://www.twitter.com/RepGregSteube,Campaign website,http://www.electgregsteube.com/,Campaign Facebook,http://www.facebook.com/gregsteube,Campaign Twitter,https://www.twitter.com/gregsteube
1585126271-405,https://dev.thegoodparty.org/scrape/candidates,1338|Buzz Patterson|,https://ballotpedia.org/Buzz_Patterson,Buzz Patterson,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/80182230_22886190_10212879056885312_6069773166841237325_n.jpg,"<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response"">Lieutenant Colonel Buzz Patterson's service as an Air Force pilot began under President Ronald Reagan. Buzz flew in combat all over the globe, in 69 countries and over 20 years of service. It was his privilege and pledge to fight for his beloved country. Buzz was the White House military aide for the Clintons and protected America's ""Nuclear Football,"" the black bag with the nation's nuclear capability. Disgusted and appalled by the depths the Clintons went to undermine our country and our Constitution, Buzz authored two New York Times bestsellers exposing the truth behind the most irresponsible President in our history.</p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>Secure our border</li>
					<li>Build a stronger military and fight for homeless veterans</li>
					<li>Cut taxes, control government spending and give small businesses the tools to create jobs. </li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">- Cut taxes, give small business the tools to create jobs
- Roll back burdensome regulations that cause small businesses to fail
- Building a stronger military
- Secure our border
- Stop out of control spending and put America first
- Fight for our homeless veterans</p>
			</div>",Campaign website,https://buzz4congress.com/,Campaign Facebook,https://www.facebook.com/buzzpattersonlive/,Campaign Twitter,https://www.twitter.com/buzzpatterson,Personal Facebook,https://www.facebook.com/buzz.patterson,null,,null,
1585131901-1148,https://dev.thegoodparty.org/scrape/candidates,244|Cory Gardner|incumbent,https://ballotpedia.org/Cory_Gardner,Cory Gardner,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Cory_Gardner__Official_Portrait__112th_Congress-7_fixed.jpg,null,Official website,https://www.gardner.senate.gov/,Official Facebook,https://www.facebook.com/SenCoryGardner/,Official Twitter,https://www.twitter.com/SenCoryGardner,Campaign website,https://www.corygardnerforsenate.com/,Campaign Facebook,https://www.facebook.com/Cory.Gardner.For.Senate/,Campaign Twitter,https://www.twitter.com/CoryGardner
1585126118-377,https://dev.thegoodparty.org/scrape/candidates,1370|Eugene Mazo|,https://ballotpedia.org/Eugene_Mazo,Eugene Mazo,https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png,null,,,null,,null,,null,,null,,null,
1585136158-1267,https://dev.thegoodparty.org/scrape/candidates,84|Tom McClintock|incumbent,https://ballotpedia.org/Tom_McClintock,Tom McClintock,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Tom_McClintock.JPG,null,Official website,https://mcclintock.house.gov/,Official Facebook,https://www.facebook.com/Congressman-Tom-McClintock-81125319109/,Official Twitter,https://www.twitter.com/RepMcClintock,Campaign website,http://www.tommcclintock.com/,Campaign Facebook,https://www.facebook.com/jointom/,Campaign Twitter,https://www.twitter.com/tommcclintock
1585125414-245,https://dev.thegoodparty.org/scrape/candidates,1516|Neil Parrott|,https://ballotpedia.org/Neil_Parrott,Neil Parrott,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Neil_Parrott.jpg,null,Official Facebook,https://www.facebook.com/Neil.C.Parrott/,Campaign website,https://parrottforcongress.org/,Campaign Facebook,https://www.facebook.com/parrottforcongress/,Campaign Twitter,https://www.twitter.com/neilparrott,Personal Facebook,https://www.facebook.com/neil.parrott,null,
1585137793-1314,https://dev.thegoodparty.org/scrape/candidates,99|Adam Smith|incumbent,https://ballotpedia.org/Adam_Smith,Adam Smith,,null,,,null,,null,,null,,null,,null,
1585129962-1037,https://dev.thegoodparty.org/scrape/candidates,434|Ron Estes|incumbent,https://ballotpedia.org/Ron_Estes,Ron Estes,,null,,,null,,null,,null,,null,,null,
1585129886-1020,https://dev.thegoodparty.org/scrape/candidates,425|Ted Budd|incumbent,https://ballotpedia.org/Ted_Budd,Ted Budd,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Ted_Budd_official_congressional_photo.jpg,null,Official website,https://budd.house.gov/,Official Facebook,https://www.facebook.com/RepTedBudd/,Official Twitter,https://www.twitter.com/RepTedBudd,Campaign website,https://tedbudd.com/,Campaign Facebook,https://www.facebook.com/tedbuddforcongress/,Campaign Twitter,https://www.twitter.com/buddforcongress
1585124677-112,https://dev.thegoodparty.org/scrape/candidates,1666|Andrew Bales|,https://ballotpedia.org/Andrew_Bales,Andrew Bales,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Andrew_BalesIN.jpg,"<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response"">My name is Andrew Bales.  I'm running for office in Indiana's 5th Congressional District. I am a father to three beautiful girls, a Persian Gulf Veteran, former Public School teacher, and concerned citizen.  After careful consideration, I've decided to run for office. </p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>Staunch Supporter of the 2nd Amendment.  I will not vote for any Legislation seeking to limit 2nd Amendment rights of Citizens</li>
					<li>Balanced Budget - We must stop spending beyond our means and start paying down the National Debt</li>
					<li>Federal Legalization and De-Scheduling of Marijuana.  Marijuana should not be classified as a Schedule 1 drug.</li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">*Smaller Government
</p><ul><li>Term Limits for Congress and a Balanced Budget</li>
<li>Strong Military and Pro Law Enforcement</li>
<li>Secure Borders and Fair Trade</li>
<li>Protection of 2nd Amendment</li>
<li>Federal Legalization of Cannabis</li>
<li>Protection of Life</li>
<li>Lower cost of Healthcare<p></p></li></ul>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Who do you look up to? Whose example would you like to follow, and why?</p>
				<p class=""survey-response"">Martin Luther King was one of the greatest Civil Rights leaders of all time.  His leadership and guidance in the face of such adversity is an inspiration to me.  Through all of the protests, riots, marches and fire hoses, his message was of Peaceful Protest.
In today's politically charged atmosphere, Martin Luther King's example serves as a guide for a method of bringing about change in our country, yet I see groups in the streets blocking traffic, shutting down people's freedom of speech because they disagree with their views,  and carrying sticks, knives, and other weapons as they protest our President.  The Antifa and Resist movements could certainly learn a thing or two from Martin Luther King if they wish to ever get their arguments heard.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Is there a book, essay, film, or something else you would recommend to someone who wants to understand your political philosophy?</p>
				<p class=""survey-response"">I would recommend first, that someone wanting to understand my philosphy toward politics would read 3 items.

1.  The Constitution of the United States, including ammendments

2.  Understanding what has happened in Countries like the former Soviet Union, East Germany, Czechoslovakia, Cube, China, and Venezuala, I want them to read Karl Marx, Communist Manifesto.  My desire would be to have them understand that Communism and Socialism has failed miserably and has had a real human toll in history.

3.  Any basic Economics book, so that they understand Capitalism, competition, and scarcity.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What characteristics or principles are most important for an elected official?</p>
				<p class=""survey-response"">People will laugh when they read this but, Honesty...That sounds like an oxymoron, but I believe it.  You have to be honest with your constituents up front, no flip flopping on issues or pandering just for votes.  
I've laid our my stance on a host of issues on my webpage.  People tell me that the devil is in the details, but I want people to know how and why I will do what I say.
Along with honesty comes integrity.  Not just going with the flow in Congress, but actually voting your conscience.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What qualities do you possess that you believe would make you a successful officeholder?</p>
				<p class=""survey-response"">Considering public approval of Congress these days, I find this to be an oxymoron as well.  People might expect me to answer by saying lying, cheating, stealing, and pandering.  Unfortunatley, these seem to be the case in many instances.

I believe my honesty, my integrity, communication skills, and my leadership make me capable and the best candidate to hold this office.

</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What do you believe are the core responsibilities for someone elected to this office?</p>
				<p class=""survey-response"">First is to support and defend the Constitution of the United States.  Second is to make sound, informed, and wise decisions in legislating.  I must always keep my constituents in mind with every vote, and ask myself, \""Will this benefit the people in my district or my state, or my country\""? 
</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is the first historical event that happened in your lifetime that you remember? How old were you at the time?</p>
				<p class=""survey-response"">Our first Moon landing was in the summer of 1969.  I was 4 years old.  I remember my family and I were on vacation and staying in a hotel.  That day, we watched the events unfold on the news on a small black and white television in the hotel room.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What was your very first job? How long did you have it?</p>
				<p class=""survey-response"">My very first job was as an Usher at a movie theater.  I got the job when I was 15 years old.  Cleaning up sticky soda and popcorn stuck to the floor was my life as a Freshman in High School.  I kept the job for approximately 9 months.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is your favorite book? Why?</p>
				<p class=""survey-response"">Animal Farm - George Orwell

As a former educator, I loved to read this book to my class of middle school kids.  We studied US and World history.  This is an allegory which portrays the Russian Revolution of 1917 in the setting of Farm Animals taking over the farm from their human masters.  Every student should read this book to know the perils of communism and socialism.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What was the last song that got stuck in your head?</p>
				<p class=""survey-response"">One of the songs from the Frozen 2 CD...I have a 7 year old.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Do you believe that it's beneficial for representatives to have previous experience in government or politics?</p>
				<p class=""survey-response"">Yes, previous experience is beneficial, but not necessary.  I believe it's better to serve as an average citizen with many life experiences similar to those we wish to represent.  I know that I can better serve my constituents because I have struggled to pay a mortgage, send my daughter to college, to pay a medical bill.  I've experienced unemployment and layoffs, and truly understand the problems everyday citizens are going through.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">If you are not a current representative, are there certain committees that you would want to be a part of?</p>
				<p class=""survey-response"">Yes.  It's time we balance the budget and stop getting this country further and further into debt.  As a member of the US House, I would like to serve on the Appropriations and Budget Committees, or the Ways and Means Committee.
Further, I would like to join the Freedom Caucus and the Cannabis Caucus.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What are your thoughts on term limits?</p>
				<p class=""survey-response"">I have signed the pledge with TermLimits.com

I believe there are too many members of the House and Senate who have made it their career.  Service in government was never meant to be a lifelong endeavor.  Therefore, I'm advocating for the following:

US House - 6 two year terms in Congress

Senate - 2 six year terms</p>
			</div>",Campaign website,https://www.balesforcongress.com/,Campaign Facebook,https://www.facebook.com/ABalesforCongress/,Campaign Twitter,https://www.twitter.com/AndrewPBales,Personal Facebook,https://www.facebook.com/AndyBalesIndy,null,,null,
1585125721-301,https://dev.thegoodparty.org/scrape/candidates,1452|Terry Neese|,https://ballotpedia.org/Terry_Neese,Terry Neese,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Terry_Neese.png,null,Campaign website,https://neeseforcongress.com/,Campaign Facebook,https://www.facebook.com/TerryNeeseForCongress/,Campaign Twitter,https://www.twitter.com/NeeseForOK5,Personal Facebook,https://www.facebook.com/terry.neese.9,null,,null,
1585127486-633,https://dev.thegoodparty.org/scrape/candidates,2043|Tracy Jennings|,https://ballotpedia.org/Tracy_Jennings,Tracy Jennings,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/tj.jpg,"<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response"">Candidate Tracy Jennings was born and raised on the South Side of Chicago, Illinois. He currently resides in Westchester, Illinois which has been home for him and his family for over 20 years. Tracy is a proud alum of Morgan Park High School and Northern Illinois University. 

Candidate Tracy Jennings is a well-rounded individual who has experience in numerous industries. He has worked in Management for two Fortune 500 companies, owned his own Real Estate business, worked for the State of Illinois as a Public Service Administrator, served in the US Army and is currently a Pastor. 

Candidate Tracy Jennings is running for Congress because he is a passionate individual who is committed to the community and strongly values civic duty. He is a strategic solutionist who envisions safe communities that will enjoy economic opportunities, quality education and constituents that are engaged in local government. 

Candidate Tracy Jennings is determined to empower and equip communities and its residents with tools that will garner holistic success for all and enhance community experiences. 
</p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>Restore the public trust in members of Congress</li>
					<li>Balance budget</li>
					<li>Address constituents' grievances in a timely manner</li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">Public Education, Economic Justice, Infrastruture and Criminal Justice Reform.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What characteristics or principles are most important for an elected official?</p>
				<p class=""survey-response"">Committed to his community, strong civic values, honest, hard working, transparent and accessible.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What qualities do you possess that you believe would make you a successful officeholder?</p>
				<p class=""survey-response"">The people deserve a proven and trustworthy leader who is an effective problem solver and not afraid to take on the political establishment.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is the first historical event that happened in your lifetime that you remember? How old were you at the time?</p>
				<p class=""survey-response"">Our countries Bicentennial year of 1976. I was 7 years old.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What was your very first job? How long did you have it?</p>
				<p class=""survey-response"">I worked at Osco Drug Store my Junior and Senior year of high school.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What was the last song that got stuck in your head?</p>
				<p class=""survey-response"">Anita Baker - Giving You the Best that I Got</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What do you perceive to be the United States’ greatest challenges as a nation over the next decade?</p>
				<p class=""survey-response"">The erosion of trust in our elected officials and stagnation in civic engagement.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">If you are not a current representative, are there certain committees that you would want to be a part of?</p>
				<p class=""survey-response"">The following committees will help ensure our legislative and constituent agenda success:

1. Education and the Workfore
2. Energy and Commerce
3. Oversight and Government Reform
4. Small Business
5. Veterans Affairs </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What are your thoughts on term limits?</p>
				<p class=""survey-response"">I beleive in term limits. We need to return to the orginal model of citzen-legislator.  6 terms which is a total of 12 years has my support.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Both sitting representatives and candidates for office hear many personal stories from the residents of their district. Is there a story that you’ve heard that you found particularly touching, memorable, or impactful?</p>
				<p class=""survey-response"">We conducted a non-scientific poll of 1000 voters in our district who had been voting over the past few elections and question them two questions. 

1. Who is their member of Congress? 94% of the voters could not readily answer the question.

2. What is the fuction of a member of Congress? 97% of the voters could not readily answer the question.

This shows that we have a crisis in civiv engagament!</p>
			</div>",Campaign website,https://tracyjenningscongress.com/,Campaign Facebook,https://www.facebook.com/tracyjenningscongress,Campaign Twitter,https://www.twitter.com/TracyJenningsIL,Personal Facebook,https://www.facebook.com/tracy.jennings.313,null,,null,
1585125304-227,https://dev.thegoodparty.org/scrape/candidates,1539|Joel David Funk|,https://ballotpedia.org/Joel_Funk,Joel Funk,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/80182230_shotbychelsea-103_headshot.jpg,"<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response"">I am from southern Illinois and was raised on a small family farm that has been in my family since the 1840s when the Funks immigrated from Germany. My primary education was in Mascoutah Illinois. I went to college on an Army ROTC scholarship to The Citadel, the South Carolina Military College. I earned two Bachelor of Arts and a commission in the US Army as a Second Lieutenant in Aviation Branch.  

Upon graduation I attended the US Army Flight School where I was awarded the Army Aviator Badge and qualified in the chinook series of army helicopters. I have served in the 10th Mountain Division, 101st Airborne Division (Air Assault) 160th Special Operations Aviation Regiment (Airborne), and 5th Special Forces Group (Airborne). I have been deployed in support of combat operations to Iraq, Afghanistan, and Syria as well as a Joint Combined Exchange Training with the Colombia military. 

I graduated from the Army's Command and General Officer Staff College and K-State in 2017 with a Master of Arts in Security Studies. I left the Army in order to be closer to my family, assist with the family business, and to serve as a leader in my community.
</p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>Personal liberty is the fundamental principle of the enlightenment that our government is founded on. Liberty and its preservation against tyranny in all its forms must be assured and strengthened. </li>
					<li>Prosperity is the cornerstone of our community and country. We must achieve sustainable growth that benefits all instead of a few, which will yield a more stable and just society.</li>
					<li>Life is not a zero sum game. We all benefit by lifting up those that are less well off. Pursuing policies that ensure a person's opportunities in life  are not determined in large part by their zip-code at birth  will accelerate entrepreneurship, innovation, and prosperity for all. </li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">International relations, foreign policy, and national security affairs is what I am most passionate about. The greatest threats to our planet and our continued existence as a species are global. The rise in violent extremism, authoritarianism, and unsustainable industrial expansion dependent on non-renewable sources of energy threaten to engulf our world. Our approaches to combat these threats at the national level are myopic and must be retooled to look to the future and not near term quarterly earnings reports. In order to lead on the world stage we must be strong at home as well. Our gravest threat domestically is a socioeconomic system that further entrenches wealth disparity and leaves all except the very wealthy shackled and indentured to debt. Our economy is currently a house of cards built upon a mountain of debt and unfunded liabilities that we must address before it is too late.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Who do you look up to? Whose example would you like to follow, and why?</p>
				<p class=""survey-response"">I've had many great examples of leaders and selfless servants in my life to learn from and emulate from my own family, educational institutions, and my military career.  My favorite President and a person I've looked up to not just for what he achieved, but the person he was is Theodore Roosevelt. His tenacity, drive, and pursuit to build a more just and moral society are without a doubt worthy of echoing.  As a person he was complex and most certainly flawed, but how he pushed through those flaws and sought to understand and relate to everyone in order to communicate that he was fighting for their best interest made our country stronger and more just. Someone in his likeness is what we need at the helm again. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Is there a book, essay, film, or something else you would recommend to someone who wants to understand your political philosophy?</p>
				<p class=""survey-response"">Victor Hugo's work \""Les Misérables\"" is my favorite book. Not only is it masterfully written, but it examines and portrays the human condition in a way that I've not seen anywhere else. It is a story of loss, redemption, love, forgiveness, and devotion to others. It shows what it is to be impoverished and enslaved to a system of exploitation. It narrates the story of just revolution and the heartbreak felt by those fighting for liberty. It shows how life and humanity exist within a web of interconnectedness and influence. It is an excellent novel that I highly recommend that teaches the reader not what to think, but how to think. It was instrumental in widening my perspective about the world we live in.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What qualities do you possess that you believe would make you a successful officeholder?</p>
				<p class=""survey-response"">Qualities and specific characteristics such as intelligence or charisma alone are not sufficient to determine a person's qualifications to be a leader. I am fortunate in that the institutions and organizations I attended and served in fostered development that grew the whole person. I am driven and ambitious, but not for my own sake and pure self interest. I am learned and educated, but am not condescending or elitist. I enjoy reading  and working with my hands equally.  I think the single most important quality I possess is the ability to use reason fueled by passion to examine our world and those in it in order to craft actions and plans to make it better and more just. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What legacy would you like to leave?</p>
				<p class=""survey-response"">I want to leave the world to the next generation better than it was handed to mine. I refuse to just sit back and watch the world and our county deteriorate and not do everything I can to alter course. To whom much is given, much will be required. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is the first historical event that happened in your lifetime that you remember? How old were you at the time?</p>
				<p class=""survey-response"">My first memory of a historical event was the Gulf War in 1990. I was 6.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What was your very first job? How long did you have it?</p>
				<p class=""survey-response"">My first job was helping my dad on our small family farm alongside my grandpa. My earliest memory was helping him bundle firewood to be sold at the local farmers market in Belleville, IL when I was 6. My grandpa has since passed, but I'm still working alongside my dad and am heading to that exact same wood shed in a few hours to get more firewood ready to sell. My first W-2 producing job was working at McDonald's in my hometown of Mascoutah when i was 16. I worked there for about six months until i finished lifeguard training and became a lifeguard at our community pool. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">If you could be any fictional character, who would you want to be?</p>
				<p class=""survey-response"">Luke Skywalker: I can relate to a farm boy looking up to the sky wanting to fly and do his part to make a difference in the world. Being a force wielding Jedi would be pretty cool too.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is something that has been a struggle in your life?</p>
				<p class=""survey-response"">I had a serious speech impediment as a child and horrible acne as an adolescent. The resultant insecurity of those problems coupled with a resistance to conform and being a divergent thinker often put me outside the norm and lead to a difficult childhood. We are a product of our environment and how we respond to it. I would not be who I am today had those challenges not been there.  </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Do you believe that it's beneficial for representatives to have previous experience in government or politics?</p>
				<p class=""survey-response"">It is beneficial for representatives to have been in a position of public service in one form or another. This is not limited to just elected office, but the full range of public servants to include police, teachers, firefighters, emergency medical services, and the military.  Selfless service, giving back to the community, and experience serving something greater than oneself are essential elements of being an elected official. Otherwise we run the risk of electing officials that put their own self-interest and their friends ahead of the public good. </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What do you perceive to be the United States’ greatest challenges as a nation over the next decade?</p>
				<p class=""survey-response"">Our greatest challenge is twofold. The United States has overextended its power and resources globally in order to manage and control the world as the sole superpower. A paradigm shift is occurring and instead of strengthening alliances, utilizing international organizations, and using all elements of national power the current administration has alienated allies, used unilateral action, and has almost singular focused on military power and the threat of using it to influence geopolitics. This has weakened our position globally, ballooned our debt, and puts the world in a perilous position. We must realign our priorities, mend relationships with allies, and accept the reality that we are not the world's police force or we will follow the footsteps of other failed hegemonic states.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">If you are not a current representative, are there certain committees that you would want to be a part of?</p>
				<p class=""survey-response"">The committees I join should be representative of not just my strengths and expertise, but should represent the needs and characteristics of my district. My educational and professional background having grown up on and am once again working on a small family farm, having served in the military and special operations community, and am still in possession of a top-secret security clearance puts me a unique position where I can be a strong voice on multiple committees. The House Armed Services Committee, the House Committee on Veterans' Affairs, the House Permanent Select Committee on Intelligence, and the House Committee on Agriculture would all be excellent committees to be a member of, which would benefit our district. I am a strong position to be selected to serve on any one of them.</p>
			</div>",Campaign website,https://funkforcongress.com/,Campaign Facebook,https://www.facebook.com/Funk4Congress/,Campaign Twitter,https://www.twitter.com/funk4congress,Personal Facebook,https://www.facebook.com/joel.d.funk,null,,null,
1585125695-296,https://dev.thegoodparty.org/scrape/candidates,1460|Nick Freitas|,https://ballotpedia.org/Nick_Freitas,Nick Freitas,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Nick_Freitas.jpg,null,Campaign website,https://www.nickforva.com/,Campaign Facebook,https://www.facebook.com/NickFreitasVA/,Campaign Twitter,https://www.twitter.com/NickForVA,null,,null,,null,
1585124910-155,https://dev.thegoodparty.org/scrape/candidates,1620|Chris Fink|,https://ballotpedia.org/Chris_Fink,Chris Fink,https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png,null,Campaign website,http://www.chrisfinkforcongress.com/,null,,null,,null,,null,,null,
1585132942-1177,https://dev.thegoodparty.org/scrape/candidates,206|Dan Meuser|incumbent,https://ballotpedia.org/Dan_Meuser,Dan Meuser,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DAN_MEUSER.jpg,null,Official website,https://meuser.house.gov/,Official Facebook,https://www.facebook.com/RepMeuser,Official Twitter,https://www.twitter.com/RepMeuser,Campaign website,https://www.meuserforcongress.com/,Campaign Facebook,https://www.facebook.com/MeuserforCongress/,Campaign Twitter,https://www.twitter.com/Meuser4Congress
1585131455-1137,https://dev.thegoodparty.org/scrape/candidates,275|Karen Bass|incumbent,https://ballotpedia.org/Karen_Bass,Karen Bass,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Karen_Bass.jpeg,null,Official website,https://bass.house.gov/,Official Facebook,https://www.facebook.com/RepKarenBass/,Official Twitter,https://www.twitter.com/RepKarenBass,Campaign website,http://www.karenbass.com/,Campaign Facebook,http://www.facebook.com/karenbass,Campaign Twitter,https://www.twitter.com/KarenBassTweets
1585137569-1305,https://dev.thegoodparty.org/scrape/candidates,287|Jared Huffman|incumbent,https://ballotpedia.org/Jared_Huffman,Jared Huffman,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Jared_Huffman.jpg,null,Official website,https://huffman.house.gov/,Official Facebook,https://www.facebook.com/RepHuffman/,Official Twitter,https://www.twitter.com/RepHuffman,Campaign website,http://www.jaredhuffman.com/,Campaign Facebook,http://www.facebook.com/jared.huffman.9,Campaign Twitter,https://www.twitter.com/JaredHuffman
1585128912-913,https://dev.thegoodparty.org/scrape/candidates,122|Chellie Pingree|incumbent,https://ballotpedia.org/Chellie_Pingree,Chellie Pingree,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Chellie_Pingree.jpg,null,Official Facebook,https://www.facebook.com/ChelliePingree/,Official Twitter,https://www.twitter.com/chelliepingree,Campaign Facebook,https://www.facebook.com/PingreeForCongress/,null,,null,,null,
1585129079-924,https://dev.thegoodparty.org/scrape/candidates,149|Debbie Wasserman Schultz|incumbent,https://ballotpedia.org/Debbie_Schultz,Debbie Wasserman Schultz,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Debbie_Wasserman_Schultz__official_photo_portrait__color-7_fixed.jpg,null,Official website,https://wassermanschultz.house.gov/,Official Facebook,https://www.facebook.com/RepDWS,Official Twitter,https://www.twitter.com/RepDWStweets,Campaign website,https://dwsforcongress.com/,Campaign Facebook,https://www.facebook.com/RepDWS/,null,
1585125972-347,https://dev.thegoodparty.org/scrape/candidates,1403|Amanda Adkins|,https://ballotpedia.org/Amanda_Adkins,Amanda Adkins,https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png,null,Campaign website,https://amandaadkins2020.com/,Campaign Facebook,https://www.facebook.com/AmandaAdkins2020/,Campaign Twitter,https://www.twitter.com/adkins_2020,null,,null,,null,
